Agricultural zone,month(bij),month(chara),rainfall (mm),temperature(avg),humidity(avg),sunlight(hour),direction of wind(deg),velocity of wind(km/h),label count,label
10,11,11,12.16,28.57,83.25,51.84,153.8,8.42,18,Rabi Cucumber
10,11,11,7.08,30.72,78.09,52.42,157.8,8.67,18,Rabi Cucumber
10,11,11,9.85,27,72.28,50.81,153.29,0.3,18,Rabi Cucumber
10,11,11,1.93,27.41,79.13,52.92,135.76,2.77,18,Rabi Cucumber
10,11,11,11.47,28.44,76.37,55.56,146.33,11.29,18,Rabi Cucumber
10,11,11,10.84,31.55,79.06,54.09,145.48,11.85,18,Rabi Cucumber
10,11,11,5.4,29.5,82.3,49.12,145.74,1.18,18,Rabi Cucumber
10,11,11,5.91,24.85,86.66,51.23,146.48,7.45,18,Rabi Cucumber
10,11,11,8.7,31.3,71.78,53.6,141.41,6.8,18,Rabi Cucumber
10,11,11,3.13,22.75,69.44,50.59,134.95,1.89,18,Rabi Cucumber
1,3,3,5.7,24.5,70.8,53.7,214,5.1,19,Kharif cucumber
1,3,3,1.17,22.98,74.63,55.51,214.2,0.64,19,Kharif cucumber
1,3,3,4.52,23.32,80.02,55.5,217.95,7.25,19,Kharif cucumber
1,3,3,2.56,23.74,64.51,50.76,210.48,9.21,19,Kharif cucumber
1,3,3,5.65,21.13,72.43,53.69,212.63,2,19,Kharif cucumber
1,3,3,3.93,22.37,75.7,56.16,218.68,12.69,19,Kharif cucumber
1,3,3,1.95,19.72,75.87,50.21,224.3,0.88,19,Kharif cucumber
1,3,3,10.57,27.23,80.57,54.43,208.83,1.76,19,Kharif cucumber
1,3,3,5.27,26.83,68.81,52.39,225.19,0.17,19,Kharif cucumber
1,3,3,11.94,25.29,78.43,50.59,209.03,0.85,19,Kharif cucumber
1,3,3,2.54,19.9,79.16,50.29,210.92,4.27,19,Kharif cucumber
1,3,3,11.36,25.85,61.42,57.02,205.72,0.45,19,Kharif cucumber
1,3,3,2.23,27.75,66.84,55.77,210.84,13.02,19,Kharif cucumber
1,3,3,12.62,23.63,70.81,54.27,206.23,7.39,19,Kharif cucumber
1,3,3,9.51,28.52,78.17,56.6,218.76,9.36,19,Kharif cucumber
1,3,3,10.71,20.65,69.33,54.21,202.12,7.22,19,Kharif cucumber
3,4.5,4.5,34.03,28.6,77.1,54.8,205,10.6,19,Kharif cucumber
3,4.5,4.5,32.04,23.93,72.05,58.44,202.99,3.33,19,Kharif cucumber
3,4.5,4.5,28.6,33.19,79.53,56.86,194.4,16.41,19,Kharif cucumber
3,4.5,4.5,33.65,28.82,79.34,54.58,203.58,9.91,19,Kharif cucumber
3,4.5,4.5,32.25,27.08,76.27,55.62,199.61,17.62,19,Kharif cucumber
3,4.5,4.5,29.18,31.6,86.62,51.47,200.38,14.96,19,Kharif cucumber
3,4.5,4.5,33.94,29.05,86.49,51.8,200.87,5.09,19,Kharif cucumber
3,4.5,4.5,40.13,29.5,73.79,54.23,197.53,14.89,19,Kharif cucumber
3,4.5,4.5,34.18,32.51,75.85,55.19,207.7,16.93,19,Kharif cucumber
3,4.5,4.5,34.95,25.07,74.98,54.22,207.03,11.1,19,Kharif cucumber
3,4.5,4.5,30.64,31.78,73.21,53.81,209.71,7.57,19,Kharif cucumber
3,4.5,4.5,37.44,31.78,74.06,56.9,216.72,15.47,19,Kharif cucumber
3,4.5,4.5,32.99,24.41,79.49,53.56,214.18,10.52,19,Kharif cucumber
3,4.5,4.5,39.29,31.66,70.59,53.39,194.47,10.44,19,Kharif cucumber
3,4.5,4.5,32.36,29.49,85.06,54.43,211.6,16.79,19,Kharif cucumber
3,4.5,4.5,28.41,32.33,81.78,58.27,206.44,7.75,19,Kharif cucumber
5,3,3,3.5,23.7,63,56,234,5,19,Kharif cucumber
5,3,3,0.97,28.53,66.33,57.92,224.81,4.57,19,Kharif cucumber
5,3,3,4.44,23.38,53.39,57.61,240.53,4.61,19,Kharif cucumber
5,3,3,1.63,27.09,62.48,56.76,237.68,5.79,19,Kharif cucumber
5,3,3,1.33,19.53,66.22,59.23,231.53,10.88,19,Kharif cucumber
5,3,3,0.68,28.44,60.27,55.87,241.06,4.64,19,Kharif cucumber
5,3,3,2.23,22.81,65.21,54.87,227.42,2.53,19,Kharif cucumber
5,3,3,0.28,27.04,69.37,54.74,222.54,10.92,19,Kharif cucumber
5,3,3,2.61,20.86,69.75,53.6,226.11,5.44,19,Kharif cucumber
5,3,3,5.66,22,62.45,56.92,226.73,2.08,19,Kharif cucumber
5,3,3,0.1,22.9,55.99,54.73,241.13,12.08,19,Kharif cucumber
5,3,3,2.31,27.91,67.22,58.14,226.31,4.82,19,Kharif cucumber
5,3,3,3.73,22.6,60.72,56.39,225.5,5.49,19,Kharif cucumber
5,3,3,0.95,23.24,59.14,59.01,235.51,0.03,19,Kharif cucumber
5,3,3,3.09,24.97,56.85,58.85,229.34,2.67,19,Kharif cucumber
5,3,3,10.14,25.15,62.34,59.47,226.77,10.43,19,Kharif cucumber
7,10,10,84,29,33,56,177,5.6,19,Kharif cucumber
7,10,10,83.24,26.48,33.45,59.84,185.56,2.21,19,Kharif cucumber
7,10,10,81.11,30.72,42.76,54.48,168.7,7.07,19,Kharif cucumber
7,10,10,77.1,27.54,31.2,58.76,179.25,4.56,19,Kharif cucumber
7,10,10,78.75,29.12,39.67,56.84,174.45,10.14,19,Kharif cucumber
7,10,10,81.63,27.01,41.11,56.71,183.94,0.56,19,Kharif cucumber
7,10,10,79.34,27.45,23.99,57.49,183.09,4.97,19,Kharif cucumber
7,10,10,76.18,33.84,33.72,59.81,173.77,6.63,19,Kharif cucumber
7,10,10,83.14,27.58,23.85,55.44,172.84,8.49,19,Kharif cucumber
7,10,10,84.43,33.85,26.72,55.31,166.66,3.07,19,Kharif cucumber
7,10,10,80.16,25.04,26.93,54.25,186.09,1.96,19,Kharif cucumber
7,10,10,87.23,27.25,36.98,55.57,185.18,4.35,19,Kharif cucumber
7,10,10,86.06,24.86,29.26,57.45,176.7,13.02,19,Kharif cucumber
7,10,10,87.81,33.04,36.31,58.07,184.16,2.11,19,Kharif cucumber
7,10,10,89.54,29.76,32.68,54.47,188.3,11.1,19,Kharif cucumber
7,10,10,87.87,33.39,30.17,52.44,177.99,8.4,19,Kharif cucumber
8,4,4,11.5,29.2,66.9,55.5,209,5.1,19,Kharif cucumber
8,4,4,10.79,33.26,68.09,56.14,219,4.97,19,Kharif cucumber
8,4,4,14.01,32.29,62.6,51.74,210.26,9.06,19,Kharif cucumber
8,4,4,17.91,33.3,67.73,56.86,201.34,3.24,19,Kharif cucumber
8,4,4,7.75,33.07,62.23,52.61,206.03,1.57,19,Kharif cucumber
8,4,4,4.73,24.94,58.43,53.69,200.1,7.76,19,Kharif cucumber
8,4,4,5.59,33.68,66.99,57.51,204.34,4.65,19,Kharif cucumber
8,4,4,17.88,24.33,61.91,51.89,217.81,9.81,19,Kharif cucumber
8,4,4,12.17,33.28,74.67,55.49,207.92,0.12,19,Kharif cucumber
8,4,4,16.87,29.76,58.04,56.51,210.21,7.07,19,Kharif cucumber
8,4,4,6.48,27.52,74.12,54.42,210.4,1.23,19,Kharif cucumber
8,4,4,10.93,28,65.94,55.93,218.04,0.55,19,Kharif cucumber
8,4,4,9.3,28.42,74.91,54.88,206.63,10.59,19,Kharif cucumber
8,4,4,14.52,25.36,66.04,53.75,199.91,5.85,19,Kharif cucumber
8,4,4,7.05,33.25,73.89,57.61,206.08,2.8,19,Kharif cucumber
8,4,4,9.25,32.43,68.46,55.12,203.35,0.45,19,Kharif cucumber
14,4,4,12.5,29.5,71.5,59,202,7.1,19,Kharif cucumber
14,4,4,6.44,29.15,79.83,60.9,211,12.6,19,Kharif cucumber
14,4,4,12.79,25.1,76.25,58.55,198.66,1.97,19,Kharif cucumber
14,4,4,13.51,31.2,62.19,56.89,199.1,4.98,19,Kharif cucumber
14,4,4,19.3,31.75,62.14,55.03,201.43,12.49,19,Kharif cucumber
14,4,4,12.69,27.54,71.84,57.36,211.65,10.29,19,Kharif cucumber
14,4,4,15.37,25.67,67.82,57.53,207.3,13.94,19,Kharif cucumber
14,4,4,7.06,32.85,66.62,60.41,191.27,0.52,19,Kharif cucumber
14,4,4,9.74,30.96,63.97,57.36,208.13,2.04,19,Kharif cucumber
14,4,4,14.55,32.56,64.49,62.29,192.23,9.06,19,Kharif cucumber
14,4,4,4.86,32.26,76.68,60.61,198.57,5.46,19,Kharif cucumber
14,4,4,12.53,24.95,69.32,57.77,211.74,2.59,19,Kharif cucumber
14,4,4,19.69,25.06,65.15,59.88,197.68,10.64,19,Kharif cucumber
14,4,4,18.91,33.47,61.95,58.4,207.71,10.67,19,Kharif cucumber
14,4,4,7.11,32.13,67.62,55.95,211.62,15.02,19,Kharif cucumber
14,4,4,19.21,30.17,77.49,62.3,203.51,3.74,19,Kharif cucumber
10,4.25,4.25,13,29.5,61.6,57,185,6.1,19,Kharif cucumber
10,4.25,4.25,6.12,26.31,56.22,56.66,180.68,10.99,19,Kharif cucumber
10,4.25,4.25,9.65,27.63,62.85,55.64,183.24,10.55,19,Kharif cucumber
10,4.25,4.25,8.12,30.55,53.49,56.72,177.16,9.04,19,Kharif cucumber
10,4.25,4.25,16.33,27.44,52.14,59.49,189.31,4.68,19,Kharif cucumber
10,4.25,4.25,17.33,30.55,62.65,57.76,178.44,2.63,19,Kharif cucumber
10,4.25,4.25,13.74,28.06,71.37,55.9,185.24,12.84,19,Kharif cucumber
10,4.25,4.25,13.23,29.02,67.32,56.87,191.29,10.38,19,Kharif cucumber
10,4.25,4.25,14.23,30.68,67.79,60.44,177.82,9.32,19,Kharif cucumber
10,4.25,4.25,5.76,31.92,55.43,54.23,193.66,2.66,19,Kharif cucumber
10,4.25,4.25,5.63,27.3,56.88,55.33,184.54,5.97,19,Kharif cucumber
10,4.25,4.25,15.1,28.62,64.64,53.18,182.31,4.39,19,Kharif cucumber
10,4.25,4.25,14.85,25.43,59.33,57.5,184.3,13.95,19,Kharif cucumber
10,4.25,4.25,11.82,32.55,53.71,57.28,195.87,12.46,19,Kharif cucumber
10,4.25,4.25,20.43,30.42,54.67,53.85,191.83,8.18,19,Kharif cucumber
10,4.25,4.25,17.8,27.29,58.53,54.39,176.61,10.7,19,Kharif cucumber
2,11,11,5,26,75,52,186,4.4,20,garlic
2,11,11,7.96,27.1,65.02,52.1,176.74,1.58,20,garlic
2,11,11,12.51,27,82.73,50.61,184.59,1.36,20,garlic
2,11,11,5.65,21.57,80.87,53.85,176.77,6.67,20,garlic
2,11,11,3.97,29.8,78.46,54.63,194.42,10.63,20,garlic
2,11,11,4.42,27.14,74.09,51.43,183.39,2.25,20,garlic
2,11,11,0.09,30.36,68.11,51.91,195.35,5.41,20,garlic
2,11,11,9.55,27.39,84.91,55.55,190.25,1.42,20,garlic
2,11,11,5.83,27.33,67.03,52.68,195.04,3.69,20,garlic
2,11,11,0.79,23.74,73.93,54.88,190.96,11.15,20,garlic
2,11,11,5.6,23.6,77.42,53.92,196.86,7.89,20,garlic
2,11,11,8.2,30.11,76.42,51.63,184.7,9.32,20,garlic
2,11,11,0.37,24.16,76.77,54.11,185,11.27,20,garlic
2,11,11,11.01,27.92,69.74,55.61,191.08,0.52,20,garlic
2,11,11,11.6,27.57,66.8,49.37,188.21,2.13,20,garlic
2,11,11,11.47,24.68,72.89,51.89,187.58,10.34,20,garlic
4,10,10,51,28.8,82.9,39,203,4.6,20,garlic
4,10,10,56.06,25.79,74.2,35.13,196.63,1.88,20,garlic
4,10,10,54.84,28.86,81.86,37.41,191.34,6.48,20,garlic
4,10,10,51.37,33.25,74.48,40.56,207.31,1.13,20,garlic
4,10,10,52.16,29.57,90.47,40.31,206.47,8.71,20,garlic
4,10,10,57.94,30.13,87.9,39,194.85,2.04,20,garlic
4,10,10,43.86,27.99,90.14,41.59,195.48,1.87,20,garlic
4,10,10,49.08,25.53,91.07,40.3,204.25,7.04,20,garlic
4,10,10,55.03,25.2,86.26,36.53,195.91,9.29,20,garlic
4,10,10,56.75,30.49,82.89,38.95,204.72,11.97,20,garlic
4,10,10,56.43,31.22,83.57,38.31,213.77,7.57,20,garlic
4,10,10,45.89,29.39,77.26,38.68,191.21,11.22,20,garlic
4,10,10,56.19,29.87,88.51,42.77,207.99,0.02,20,garlic
4,10,10,49.41,24.67,89.93,38.63,202.53,0.69,20,garlic
4,10,10,56.72,32.88,89.97,35.5,204.19,1.21,20,garlic
4,10,10,47.49,28.72,83.61,40.29,211.55,2.16,20,garlic
5,11,11,12.5,26.2,74.5,49.5,19,3.7,20,garlic
5,11,11,14.99,26.44,80.68,52.85,23.65,0.39,20,garlic
5,11,11,7.1,29.37,70.63,47.93,16.91,6,20,garlic
5,11,11,14.32,29.09,69.37,47.45,22.02,6.9,20,garlic
5,11,11,16.61,23.89,83.28,46.41,25.46,4.23,20,garlic
5,11,11,13.81,21.89,69.25,47.51,29.35,5.94,20,garlic
5,11,11,6.54,30.11,75.72,47.84,13.73,6.37,20,garlic
5,11,11,11.21,27.94,77.85,46.13,23.98,8.61,20,garlic
5,11,11,8.74,23.48,72.8,46.66,11.11,8.6,20,garlic
5,11,11,6.85,26.85,77.11,48.67,28.17,2.31,20,garlic
5,11,11,10.68,27.59,81.9,51.64,7.88,2.27,20,garlic
5,11,11,10.88,30.39,67.29,49.24,25.25,7.5,20,garlic
5,11,11,12.57,25.82,70.6,52.7,7.81,10.58,20,garlic
5,11,11,17.37,30.55,83.28,51.32,20.58,9.82,20,garlic
5,11,11,16.86,22.81,78.83,46.92,9.45,8.96,20,garlic
5,11,11,18.96,26.75,81.32,46.55,26.49,1.82,20,garlic
6,11,11,5,14.9,75.7,55,149,3.5,20,garlic
6,11,11,8.3,15.33,72.5,54.7,160.97,3.92,20,garlic
6,11,11,0.41,16.49,78.76,54.61,138.21,3.01,20,garlic
6,11,11,5.35,17.47,73.25,51.85,158.25,2.14,20,garlic
6,11,11,2.3,18.71,83.81,55.06,141.56,8.06,20,garlic
6,11,11,6.4,13.75,70.51,56.52,142.85,2.4,20,garlic
6,11,11,11.15,15.09,70.67,52.69,143.83,1.94,20,garlic
6,11,11,6.45,19.34,83.5,51.5,143.22,4.74,20,garlic
6,11,11,1.84,16.46,72.67,58.45,154.19,2.51,20,garlic
6,11,11,8.22,12.66,82.14,57.65,153.55,7.01,20,garlic
6,11,11,2.78,14.83,65.95,57.32,160.38,5.55,20,garlic
6,11,11,0.5,11.95,66.42,58.13,145.68,0.81,20,garlic
6,11,11,7.32,12.18,73.48,51.04,145.51,1.1,20,garlic
6,11,11,8.92,19.36,75.9,56.52,156.62,1.01,20,garlic
6,11,11,8.41,12.16,70.33,54.84,142.01,11.5,20,garlic
6,11,11,9.18,11.35,75.11,58.45,152.66,0.86,20,garlic
7,11,11,11.5,26.4,76.4,48.5,202,2.8,20,garlic
7,11,11,5.06,24.63,71.15,49.01,191.04,6.56,20,garlic
7,11,11,4.43,27.91,72.67,50.9,203.72,3.37,20,garlic
7,11,11,18.78,29.8,80.63,45.1,191.56,2.29,20,garlic
7,11,11,14.47,29.37,69.8,51,197.25,1.32,20,garlic
7,11,11,5.21,22.5,71.35,49.08,196.95,9.39,20,garlic
7,11,11,18.7,29.54,69.33,48.94,213.35,3.64,20,garlic
7,11,11,3.55,22.99,70.44,44.88,210.84,1.19,20,garlic
7,11,11,17.13,30.36,70.24,46.54,208.89,1.33,20,garlic
7,11,11,4.16,25.59,77.3,45.65,200.57,5.07,20,garlic
7,11,11,6.99,26.23,71.24,50.05,200.68,0.4,20,garlic
7,11,11,3.69,22.11,82.98,44.95,208.14,2.72,20,garlic
7,11,11,14.8,28.42,67.97,47.22,192.33,1.07,20,garlic
7,11,11,11.38,25.68,84.43,47.3,194.92,9.62,20,garlic
7,11,11,14.41,30.74,71.61,49.72,203.25,8.26,20,garlic
7,11,11,13.01,30.32,79.84,48.5,192.93,9.84,20,garlic
8,11,11,9,25.9,76,45.5,153,2.5,20,garlic
8,11,11,13.6,25.42,73.79,43.05,144.98,0.33,20,garlic
8,11,11,1.33,30.39,75.62,44.43,142.87,6.89,20,garlic
8,11,11,2.25,23.51,70.79,44.14,142.93,5.6,20,garlic
8,11,11,11.44,25.76,66.25,43.39,161.41,2.65,20,garlic
8,11,11,6.4,29.95,76.39,42.14,141.33,3.89,20,garlic
8,11,11,8.12,25.61,73.14,49.01,145.84,1.63,20,garlic
8,11,11,15.34,24.73,71.24,42.39,163.33,9.26,20,garlic
8,11,11,6.48,24.89,67.77,43.19,142.49,10.42,20,garlic
8,11,11,16.16,26.9,82.3,47.62,148.64,1.08,20,garlic
8,11,11,12.5,28.62,80.99,46.44,154.1,7.62,20,garlic
8,11,11,16.19,30.74,85.36,42.44,164.68,0.65,20,garlic
8,11,11,7.01,27.27,68.23,48.79,161.81,0.25,20,garlic
8,11,11,2.01,26.99,79.72,45.86,160.66,2.55,20,garlic
8,11,11,10.5,22.93,70.4,47.66,161.21,5.73,20,garlic
8,11,11,11.4,26.91,70.63,48.88,153.53,4.59,20,garlic
9,11,11,7,25.9,78,51,186,3.7,20,garlic
9,11,11,0.58,22.33,86.58,50.96,180.75,4.02,20,garlic
9,11,11,5.54,21.49,70.63,51.05,184.09,6.59,20,garlic
9,11,11,7.32,21.21,80.08,53.4,181.8,0.09,20,garlic
9,11,11,0.45,29.94,70.71,52.93,188.82,1.55,20,garlic
9,11,11,4.01,27.92,85.98,52.1,193.45,5.38,20,garlic
9,11,11,1.56,30.57,82.38,48.4,191.82,9.4,20,garlic
9,11,11,6.64,20.97,72.77,51.34,183.64,10.88,20,garlic
9,11,11,11.09,27.26,71.31,49.71,186.58,1.99,20,garlic
9,11,11,12.81,23.94,88,51.26,182.45,1.09,20,garlic
9,11,11,3.1,27.38,83.4,48.06,181.83,1.95,20,garlic
9,11,11,2.92,27.52,77.59,54.59,196.4,3.1,20,garlic
9,11,11,10.8,23.15,84.36,53.24,194.38,0.25,20,garlic
9,11,11,14.67,27,81.2,51.28,184.57,2.03,20,garlic
9,11,11,14.33,29.76,71.52,53.84,178.38,4.69,20,garlic
9,11,11,0.01,26.75,87.41,51.61,176.27,10.34,20,garlic
10,10,10,44,28.9,81.9,46,145,4.8,20,garlic
10,10,10,43.41,28.63,88.79,42.85,147.48,5.29,20,garlic
10,10,10,45.22,25.71,91.06,45.36,144.08,1,20,garlic
10,10,10,38.15,25.17,89.04,45.31,152.27,0.15,20,garlic
10,10,10,48.67,30.42,80.99,42.34,151.55,8.26,20,garlic
10,10,10,45.87,33.21,77.29,45.25,137.63,5.52,20,garlic
10,10,10,36.52,32.39,86.68,43.94,149.86,3.84,20,garlic
10,10,10,44.82,31.16,75.38,42.07,155.71,6.34,20,garlic
10,10,10,44.4,28.77,78.92,49.62,142.31,3.35,20,garlic
10,10,10,39.36,32.03,75.54,43.13,135.21,10.9,20,garlic
10,10,10,37.03,25.81,72.86,49.87,150.93,1.48,20,garlic
10,10,10,48.25,32.75,85.6,42.87,152.6,11.99,20,garlic
10,10,10,39.49,28.72,73.95,45.93,135.39,4.1,20,garlic
10,10,10,39.19,31.41,87.92,42.12,148.04,2.1,20,garlic
10,10,10,41.75,33.01,87.48,48.81,156.89,1.07,20,garlic
10,10,10,47.04,30.41,77.99,42.06,146.84,9.67,20,garlic
13,11,11,4,25,76.6,55.5,115,6.6,20,garlic
13,11,11,5.93,22.59,77.03,53.87,120.48,7.87,20,garlic
13,11,11,2.36,24.56,86.23,53.35,125.29,4.43,20,garlic
13,11,11,6.35,27.5,81.72,57.58,117.64,0.71,20,garlic
13,11,11,1.16,24.79,83.81,55.16,112.33,9.09,20,garlic
13,11,11,1.79,27.87,72.32,55.54,116.58,12.87,20,garlic
13,11,11,2.77,26.72,83.9,56.23,120.07,2.53,20,garlic
13,11,11,10.17,28.55,80.9,59.4,103.48,13.39,20,garlic
13,11,11,10.96,22.54,69.22,54.4,112.46,12.95,20,garlic
13,11,11,0.52,21.61,75.13,54.73,118.88,12.61,20,garlic
13,11,11,3.97,23.2,75.26,57.52,117.93,1.97,20,garlic
13,11,11,11.33,20.36,79.29,57.25,124.49,6.77,20,garlic
13,11,11,10.42,22.46,83.54,54.22,114.46,9.29,20,garlic
13,11,11,4.58,27.26,70.43,55.19,115.48,1.73,20,garlic
13,11,11,9.14,28.77,72.31,55.98,124.06,1.69,20,garlic
13,11,11,2.12,23.18,86.43,56.48,122.87,10,20,garlic
1,10,10,55.3,28.6,85.1,36.7,220,4,21,robi lau (gourd)
1,10,10,61.65,32.98,81.2,37.43,229.15,9.23,21,robi lau (gourd)
1,10,10,55.55,25.81,82.24,33.56,222.09,11.85,21,robi lau (gourd)
1,10,10,58.01,31.66,84.94,38.61,220.35,6.44,21,robi lau (gourd)
1,10,10,59.94,24.25,87.68,38.65,209.94,2.96,21,robi lau (gourd)
1,10,10,48.33,28.7,78.36,32.7,216.91,7.65,21,robi lau (gourd)
1,10,10,51.36,24.05,86.95,36.78,212.33,8.73,21,robi lau (gourd)
1,10,10,58.26,32.87,90.75,40.37,228.05,11.71,21,robi lau (gourd)
1,10,10,56.14,31.09,92.16,36.74,210.12,8.52,21,robi lau (gourd)
1,10,10,49.17,28.84,75.91,34.85,218.51,1.22,21,robi lau (gourd)
1,10,10,59.68,24.49,81.81,39.07,217.77,2.61,21,robi lau (gourd)
1,10,10,47.54,30.75,79.45,34.9,221.18,0.92,21,robi lau (gourd)
1,10,10,62.91,26.57,76.13,36.24,228.5,0.66,21,robi lau (gourd)
1,10,10,60.45,25.82,79.88,39.28,215.97,3.2,21,robi lau (gourd)
1,10,10,51.97,27.78,80.55,32.83,220.13,3.14,21,robi lau (gourd)
1,10,10,50.86,28.66,76.36,38.52,224.01,6.04,21,robi lau (gourd)
2,10,10,51,28.6,82.4,44,170,5,21,robi lau (gourd)
2,10,10,48.4,32.44,80.73,46.46,171.89,12.1,21,robi lau (gourd)
2,10,10,52.77,23.99,89.41,45.61,165.71,11.58,21,robi lau (gourd)
2,10,10,52.92,29.7,78.83,40.47,177.53,4.84,21,robi lau (gourd)
2,10,10,57.85,31.57,86.91,47.05,175.3,1.3,21,robi lau (gourd)
2,10,10,53.86,24.11,74.35,42.68,164.88,5.83,21,robi lau (gourd)
2,10,10,54.85,30.71,78.9,45.7,177.14,10.39,21,robi lau (gourd)
2,10,10,44.29,28.18,78.23,43.29,180.83,11.3,21,robi lau (gourd)
2,10,10,50.01,28.91,86.48,40.4,168.68,1.07,21,robi lau (gourd)
2,10,10,49.67,30.58,79.23,40.12,166.24,0.55,21,robi lau (gourd)
2,10,10,57.84,24.13,85.28,44.7,179.8,10.09,21,robi lau (gourd)
2,10,10,52.84,29.89,80.36,40.3,160.01,0.26,21,robi lau (gourd)
2,10,10,50,31.05,77.6,45.08,179.03,10.44,21,robi lau (gourd)
2,10,10,48.97,32.28,88.29,41.08,175.48,9.63,21,robi lau (gourd)
2,10,10,52.78,30.93,80.04,44.06,175.42,0.15,21,robi lau (gourd)
2,10,10,49.49,27.78,81.3,42.77,167.92,2.66,21,robi lau (gourd)
3,10.25,10.25,75.7,28.3,82.4,45.8,203,6.7,21,robi lau (gourd)
3,10.25,10.25,73.16,24.36,74.13,43.65,202.52,12.9,21,robi lau (gourd)
3,10.25,10.25,81.79,31.93,87.85,47.72,201.99,9.46,21,robi lau (gourd)
3,10.25,10.25,76.22,26.43,88,42.21,210.33,12.88,21,robi lau (gourd)
3,10.25,10.25,67.86,29.35,89.86,49.38,204.23,11.16,21,robi lau (gourd)
3,10.25,10.25,83.59,24.57,87.76,46.1,196.82,7.36,21,robi lau (gourd)
3,10.25,10.25,69.09,24.29,91.29,48.97,209,10.85,21,robi lau (gourd)
3,10.25,10.25,79.37,26.29,80.57,42.51,199.28,0.25,21,robi lau (gourd)
3,10.25,10.25,69.8,31.48,86.16,47.21,208.4,7.39,21,robi lau (gourd)
3,10.25,10.25,77.39,23.71,89.02,43.57,202.25,10.58,21,robi lau (gourd)
3,10.25,10.25,67.94,28.25,89.34,46.7,210.98,1.27,21,robi lau (gourd)
3,10.25,10.25,78.88,32.13,92.08,41.87,206.9,6.64,21,robi lau (gourd)
3,10.25,10.25,81.88,27.74,78.61,42.69,193.07,2.98,21,robi lau (gourd)
3,10.25,10.25,74.28,33.14,91.98,43.34,211.66,8.03,21,robi lau (gourd)
3,10.25,10.25,75.29,31.65,77.73,43.88,205.25,14.43,21,robi lau (gourd)
3,10.25,10.25,78.27,26.44,88.08,46.19,201.59,12.6,21,robi lau (gourd)
4,9,9,53,28.8,84.3,32,186,5.3,21,robi lau (gourd)
4,9,9,59.84,27.3,81.66,35.22,179.84,9.08,21,robi lau (gourd)
4,9,9,47.67,29.37,90.11,35.37,186.67,0.86,21,robi lau (gourd)
4,9,9,51.07,29.39,77.71,30.24,178.29,4.62,21,robi lau (gourd)
4,9,9,50.51,24.72,85.76,31.16,175.36,10.43,21,robi lau (gourd)
4,9,9,46.08,24.83,82.46,34.04,176.2,12.44,21,robi lau (gourd)
4,9,9,45.14,31.05,80.94,29.41,174.84,3.6,21,robi lau (gourd)
4,9,9,57.15,33.54,90.89,28.07,177.52,12.39,21,robi lau (gourd)
4,9,9,49.89,24.71,78.28,33.54,194.49,9.76,21,robi lau (gourd)
4,9,9,47.35,33.64,85.43,31.73,194.91,0.24,21,robi lau (gourd)
4,9,9,59.89,28.5,84,34.74,192.33,5.03,21,robi lau (gourd)
4,9,9,46.98,25.83,92.09,33.88,195.52,8.51,21,robi lau (gourd)
4,9,9,45.79,29.02,80.93,29.44,181.94,11.31,21,robi lau (gourd)
4,9,9,46.3,26.41,75.21,34.06,186.65,11.28,21,robi lau (gourd)
4,9,9,53.53,32.55,81.26,35.99,178.58,10.04,21,robi lau (gourd)
4,9,9,45.74,33.58,82.19,28.23,180.67,7.32,21,robi lau (gourd)
5,9,9,60.5,29.2,82.5,33.5,163,5.5,21,robi lau (gourd)
5,9,9,60.94,24.89,79.94,30.45,160.37,0.88,21,robi lau (gourd)
5,9,9,61.89,31.85,74.08,34.79,163.52,2.36,21,robi lau (gourd)
5,9,9,61.26,29.49,83.31,30.53,152.45,4.04,21,robi lau (gourd)
5,9,9,63.73,25.5,81.07,30.5,158.58,4.23,21,robi lau (gourd)
5,9,9,67.33,28.87,86.81,36.85,151.49,11.57,21,robi lau (gourd)
5,9,9,59.62,33.88,86.64,31.37,155.09,0.4,21,robi lau (gourd)
5,9,9,54.78,32.94,75.95,30.64,164.15,1.46,21,robi lau (gourd)
5,9,9,54.54,33.24,76.55,33.97,174.07,1.41,21,robi lau (gourd)
5,9,9,65.79,24.24,87.23,31.77,168.29,2.59,21,robi lau (gourd)
5,9,9,61.52,31.23,85.46,32.78,170.9,8.62,21,robi lau (gourd)
5,9,9,56.12,29.73,77.72,34.41,171.92,4.76,21,robi lau (gourd)
5,9,9,53.29,31.69,81.39,34.29,167.81,1.05,21,robi lau (gourd)
5,9,9,66.73,28.23,83.85,32.98,171.86,0.2,21,robi lau (gourd)
5,9,9,65.47,28.85,90.01,34.77,174.85,1.97,21,robi lau (gourd)
5,9,9,62.3,27.01,72.88,29.75,169.01,4.78,21,robi lau (gourd)
8,10,10,44.5,29.1,81.7,40,195,3.1,21,robi lau (gourd)
8,10,10,43.09,32.75,88.13,41.45,186.99,2.61,21,robi lau (gourd)
8,10,10,40.65,33.02,86.67,36.39,188.82,2.48,21,robi lau (gourd)
8,10,10,51.2,31.25,74.19,39.73,202.93,0.83,21,robi lau (gourd)
8,10,10,37.84,29.95,80.62,43.04,200.27,3.26,21,robi lau (gourd)
8,10,10,39.18,27.83,90.28,37.34,190.68,1.02,21,robi lau (gourd)
8,10,10,39.83,30.64,77.41,40.34,200.06,0.19,21,robi lau (gourd)
